event_date,state,event_type,duration_days,precipitation_anomaly_mm,mei_index,temperature_anomaly_c,wind_anomaly_kmph,damage_estimate_millionusd,intensity_scale
20-10-2016,Meghalaya,Hailstorm,25,-6.2,-1.72,0.6,82.58,285.79,4
08-09-2021,Tamil Nadu,Thunderstorm,22,223.28,-2,1.29,49.22,228.29,6
25-09-2012,Nagaland,Landslide,4,-152.19,-1.59,-2.81,140.11,300.37,6
15-07-2014,Uttarakhand,Cloudburst,3,-128.02,1.29,-1.01,84.73,273.67,7
25-05-2023,Bihar,Hailstorm,9,387.78,0.15,0.85,143.82,40.33,3
24-08-2010,West Bengal,Cloudburst,12,-184.69,-0.21,2.53,26.5,260.18,4
01-07-2015,Maharashtra,Thunderstorm,17,396.62,1.12,7.74,129.06,148,7
07-02-2023,Gujarat,Flood,28,199.25,0.79,-1.07,74.01,493.54,10
14-01-2016,Andhra Pradesh,Landslide,5,440.34,2.55,-4.27,113.88,311.51,10
10-07-2019,Andhra Pradesh,Hailstorm,29,247.71,-2.08,-4.6,54.49,321.03,10
07-05-2021,Maharashtra,Thunderstorm,7,195.4,-2.13,-3.24,121.67,303.6,7
15-12-2013,Uttarakhand,Thunderstorm,4,327.06,-0.79,-1.91,109.05,144.52,8
16-08-2010,Uttarakhand,Flood,10,-149.98,-1.51,0.04,26.52,213.82,8
25-08-2011,Telangana,Heatwave,1,-179.54,-1.24,5.06,91.93,242.41,2
12-06-2014,Gujarat,Hailstorm,28,-168.54,-1.53,6.35,95.98,391.74,2
01-09-2022,Goa,Flood,19,366.72,2.31,-3.14,135.98,278.32,9
18-08-2023,Sikkim,Thunderstorm,17,474.68,-1.7,5.81,129.23,391.15,9
15-12-2015,Chhattisgarh,Cloudburst,23,161.4,-0.17,-2.29,79.71,408.64,1
25-08-2020,Mizoram,Cyclone,19,425.03,0.54,-3.39,102.38,353.59,10
08-07-2023,Karnataka,Cloudburst,2,50.98,-2.41,2.79,57.9,401.3,9
12-04-2013,Tripura,Landslide,3,-67.48,0.43,0.37,71.68,279.26,5
15-01-2011,Kerala,Flood,21,11.99,-2.13,-1.09,11.71,437.46,9
11-09-2020,Chhattisgarh,Heatwave,11,-52.31,2.76,2.05,78.68,221.21,6
17-12-2021,Meghalaya,Cyclone,16,76.09,2.97,-2.6,67.49,44.79,8
21-07-2022,Uttarakhand,Flood,25,362.3,1.49,-4.98,51.98,76.12,9
22-10-2017,Meghalaya,Flood,5,163.1,1.68,-0.41,56.76,219.74,10
26-09-2013,Odisha,Drought,20,444.37,-0.28,2.27,0.4,305.92,8
15-07-2019,Andhra Pradesh,Landslide,30,-87.55,-0.02,-0.19,61.8,189.75,3
18-02-2021,Uttarakhand,Thunderstorm,26,74.79,-2.35,-4.94,120.9,410.54,6
12-06-2017,Bihar,Heatwave,1,54.62,0.51,5.63,67.46,218.1,8
05-01-2024,Delhi,Flood,7,398,-2.37,-4.11,14.28,350.83,9
10-08-2015,Punjab,Hailstorm,19,-23.91,1.3,-4.06,27.99,82,1
11-08-2023,Assam,Hailstorm,15,-179.33,-1.59,5.3,110.41,479.57,2
08-05-2012,Chhattisgarh,Cloudburst,21,35.1,1.73,4.17,39.56,136.66,4
22-09-2012,Andhra Pradesh,Thunderstorm,6,-56.33,-2.95,7.12,121.85,35.99,5
23-01-2011,Haryana,Hailstorm,6,10.57,1.08,1.39,139.06,140.69,1
26-07-2014,Himachal Pradesh,Landslide,30,201.39,2.62,2.96,52.75,335.45,9
21-12-2022,Tripura,Hailstorm,4,461.47,1.23,-2.64,81.91,78.96,3
18-06-2022,Kerala,Landslide,2,221.63,1.45,6.91,89.94,190.42,5
15-06-2020,Karnataka,Hailstorm,17,64.3,2.41,4.69,130,410.45,1
26-01-2024,Himachal Pradesh,Heatwave,9,177,2.75,-1.82,139.62,213.32,7
12-04-2018,Andhra Pradesh,Hailstorm,30,374.25,-2.82,-4.47,58.96,493.36,9
26-08-2016,Chhattisgarh,Cyclone,29,56.02,1.44,4.77,30.49,198.38,5
20-08-2019,Jharkhand,Thunderstorm,14,233,-2.41,5.81,0.02,277.4,8
07-07-2019,Goa,Cyclone,10,487.75,1.23,-3.07,81.66,287.92,4
08-04-2016,Bihar,Heatwave,14,324.13,2,3.76,91.77,247.66,2
07-09-2014,Bihar,Heatwave,2,311.21,2.39,-1.13,101.93,399.5,9
14-09-2021,Nagaland,Cloudburst,27,489.1,-0.72,-4.57,69.5,288.89,10
09-05-2024,Sikkim,Landslide,9,-22.39,2.65,-2.76,26.87,377.9,2
21-08-2014,Manipur,Cloudburst,21,136.24,-2.14,1.01,108.22,281.12,6
27-08-2018,Himachal Pradesh,Drought,19,-75.96,-2.92,-0.33,123.47,196.63,9
05-06-2017,Delhi,Cyclone,18,84.65,0.8,-0.99,89.96,483.68,8
26-04-2015,Uttarakhand,Thunderstorm,5,499.75,2.66,4.14,133.83,353.15,7
02-04-2022,Himachal Pradesh,Heatwave,20,270.41,2.39,5.15,89.7,200.05,10
22-12-2023,Assam,Cyclone,28,478.54,-1.63,3.19,69.74,394.86,9
04-06-2023,West Bengal,Thunderstorm,1,-159.9,1.46,1.3,131.23,307.4,3
18-12-2012,Andhra Pradesh,Cloudburst,4,461.4,-2.69,2.11,136.61,29.29,1
27-12-2021,Manipur,Heatwave,23,-163.24,-1.77,0.04,76.94,66.76,4
27-12-2019,Manipur,Landslide,29,-140.21,1.43,2.53,11.99,192.66,10
13-01-2011,Nagaland,Landslide,22,404.13,-0.61,-1.62,89.93,357.91,7
10-09-2020,Mizoram,Drought,28,-120.23,-0.93,-2.82,0.8,122.41,6
07-04-2012,Punjab,Hailstorm,6,452.55,-2.13,1.77,68.16,138.88,2
25-04-2011,Uttarakhand,Flood,10,54.87,-1.7,4.31,78.28,99.46,1
12-04-2015,Arunachal Pradesh,Hailstorm,9,-176.05,2.99,6.53,50.6,405.62,10
26-12-2012,Arunachal Pradesh,Cloudburst,12,-10.78,0.06,7.86,22.22,185.02,5
18-02-2021,Rajasthan,Thunderstorm,5,-58.31,0.82,0.97,147.11,275.19,6
06-06-2022,Telangana,Hailstorm,2,83.44,0.67,7.11,12.49,263.82,1
13-06-2012,Mizoram,Cloudburst,14,476.13,-1,1.73,130.93,18.55,7
26-06-2020,Chhattisgarh,Hailstorm,17,456.44,1,0.91,59.63,318,8
17-06-2012,Nagaland,Flood,29,482.15,-2.18,7.96,91.89,473.7,4
15-08-2015,West Bengal,Drought,29,-108.12,-0.25,7.12,62.75,441.34,1
14-12-2010,Uttarakhand,Cloudburst,11,-3.17,-0.44,7.83,76.23,466.39,4
26-08-2023,Uttarakhand,Cloudburst,4,195.18,2.65,0.22,54.79,445.56,9
17-08-2018,Arunachal Pradesh,Cyclone,22,362.09,-2.57,0.31,57.62,307.21,4
15-12-2014,Haryana,Flood,8,217.68,2.59,-2.33,60.85,48.71,4
14-09-2011,Sikkim,Heatwave,23,-187.6,1.92,3.69,123.7,6.4,2
01-12-2023,Arunachal Pradesh,Flood,5,205.33,-2.37,-3.06,67.24,116.45,3
23-08-2015,Delhi,Heatwave,22,140.79,1.78,3.4,42.59,389.17,2
25-12-2020,Manipur,Thunderstorm,2,-3.36,-2.61,-4.61,133.06,211.42,9
03-01-2017,Rajasthan,Thunderstorm,12,-65.07,-1.77,7.52,143.33,0.33,10
22-04-2018,Maharashtra,Heatwave,2,-13.04,-1.33,2.55,58.72,337.54,10
26-01-2022,Gujarat,Thunderstorm,9,285.88,2.98,4.92,89.38,323.84,9
25-07-2011,Goa,Cloudburst,30,267.82,1.86,-3.69,26.29,413.82,7
11-09-2018,Arunachal Pradesh,Heatwave,25,-197.07,-1.58,-2.89,93.18,153.96,7
22-07-2016,Tamil Nadu,Thunderstorm,22,-137.27,-0.04,3.59,92.52,170.05,7
04-09-2011,Odisha,Heatwave,9,366.76,-2.88,0.6,17.84,128.25,2
14-08-2019,Bihar,Cyclone,11,216.25,-1.18,1.94,101.95,183.19,9
25-05-2022,Andhra Pradesh,Landslide,8,244.67,-0.64,-3.63,8.52,464.67,2
05-08-2022,Manipur,Landslide,16,2.28,1.62,5.7,2.07,359.16,5
26-01-2021,Kerala,Cloudburst,24,42.38,1.77,-3.63,20.74,165.95,3
08-01-2015,Sikkim,Heatwave,25,205.14,1.42,3.09,120.7,250.33,6
08-07-2017,Madhya Pradesh,Cyclone,20,122.58,-2.6,3.15,143.37,54.33,9
21-12-2016,Rajasthan,Hailstorm,4,427.82,-1.03,3.06,110.85,438.43,10
26-12-2020,Tripura,Landslide,19,351.49,-0.5,3.66,133.14,253.49,10
10-04-2019,Haryana,Cloudburst,14,-191.84,-2.5,-0.61,69.06,22.19,2
14-01-2014,Rajasthan,Cyclone,17,326.48,-1.32,0.62,64.66,342.95,7
07-10-2018,Gujarat,Thunderstorm,1,210.93,-2.22,0.5,78.44,438.01,9
18-08-2019,Maharashtra,Landslide,13,283.64,-1.11,1.02,15.19,275.65,2
15-06-2017,Delhi,Heatwave,26,-53.54,-0.45,-3.37,73.89,244.07,7
06-12-2018,Sikkim,Landslide,15,41.03,-1.07,3.51,68.01,487.94,3
25-04-2018,Odisha,Hailstorm,23,-130.65,0.05,-0.06,19.32,258.53,1
08-05-2016,Madhya Pradesh,Flood,2,29.39,2.62,6.15,32.65,178.53,6
16-12-2011,Punjab,Flood,5,384.91,1.78,6.89,57.26,53.15,3
01-08-2024,Tripura,Hailstorm,25,3.15,-0.49,-2.92,36.42,138.96,8
12-09-2022,Sikkim,Landslide,11,-169.19,0.58,3.87,137.9,254.88,1
02-12-2024,Madhya Pradesh,Hailstorm,26,100.74,-1.47,-0.79,34.04,7.18,7
27-09-2018,Delhi,Cyclone,21,239.51,1.11,-2.49,27.98,471.16,4
13-06-2018,West Bengal,Cloudburst,24,-145.52,-2.85,0.42,143.52,11.55,9
26-01-2011,Goa,Cyclone,10,178.43,2.62,-0.46,95.61,29.2,6
03-12-2015,Bihar,Hailstorm,18,-27.49,2.54,-1.5,10.88,445.5,8
22-09-2023,Rajasthan,Heatwave,27,184.97,-0.02,6.83,22.29,170.97,4
20-06-2017,Arunachal Pradesh,Hailstorm,5,46,0.81,1,99.45,71.44,5
24-12-2024,Kerala,Landslide,21,-164.12,2.9,0.39,50.21,407.73,4
03-01-2011,Assam,Thunderstorm,2,-56.68,0.54,-0.24,68.91,323.58,1
17-07-2017,Tripura,Heatwave,10,315.5,2.55,7.26,31.26,176.79,7
23-06-2016,Uttarakhand,Thunderstorm,13,119.35,-0.62,0.14,35.7,84.61,4
17-04-2015,Rajasthan,Landslide,21,124.94,0.46,5.73,17.05,415.52,2
17-01-2014,Meghalaya,Thunderstorm,5,331.37,-1.65,7.32,100.48,159.29,10
08-09-2010,Andhra Pradesh,Flood,24,383.27,0.79,7.6,62.63,274.1,6
15-07-2010,Kerala,Landslide,2,-9.32,1.9,3.09,46.65,138.55,10
20-06-2014,Jharkhand,Thunderstorm,5,-126.69,-2.53,6.04,22.98,408.69,9
21-07-2024,Punjab,Flood,5,1.23,-2.69,6.13,6.02,411.17,1
03-06-2019,Goa,Flood,8,-5.13,2.76,-4.88,145.62,463.47,2
15-08-2015,Andhra Pradesh,Cloudburst,20,-21.64,2.19,5.11,132.2,150.22,3
10-07-2011,Mizoram,Drought,19,389.09,1.59,2.27,119.28,173.66,3
11-09-2023,Kerala,Hailstorm,21,178.32,-2.06,-2.81,16.55,136.06,4
15-02-2013,Gujarat,Hailstorm,23,-94.52,2.37,7.48,129.66,51.65,8
15-12-2016,Chhattisgarh,Cyclone,28,484.78,2.68,1.9,41.13,221.32,3
18-07-2019,Odisha,Cyclone,16,-144.05,0.89,6.05,91.51,64.14,10
25-01-2015,Kerala,Drought,18,136.89,-0.84,2.92,79.54,7.09,9
24-01-2011,Goa,Cyclone,16,338.37,-1.51,6,17.19,165.39,10
15-09-2015,Arunachal Pradesh,Heatwave,27,121.63,-0.29,5.11,36.41,408.41,1
04-06-2012,Uttarakhand,Hailstorm,28,-65.55,1.8,2.37,72.18,474.11,9
10-08-2010,Bihar,Cyclone,16,426.74,1.75,2.66,33.7,480.89,4
07-12-2021,Tamil Nadu,Cloudburst,4,468.24,-2.48,6.2,27.26,486.37,2
23-09-2024,Uttar Pradesh,Landslide,21,361.27,-1.83,1.56,141.15,489.68,5
20-09-2011,Tamil Nadu,Flood,26,207.4,1.12,-2.23,72.59,217.43,1
05-06-2010,Madhya Pradesh,Cloudburst,6,321.28,1.16,6.54,64.83,276.23,5
26-09-2014,Goa,Cloudburst,5,143.15,-1.79,6.91,69.04,254.97,1
07-07-2021,Goa,Drought,26,-131.81,0.19,-1.98,87.69,430.84,1
10-12-2015,Haryana,Cloudburst,24,434.76,0.28,-2.52,25.16,314.48,7
04-05-2012,Maharashtra,Drought,5,-26.35,1.27,6.33,21.48,317.55,9
05-07-2018,Sikkim,Landslide,1,295.77,0.68,0.09,76.52,27.33,9
19-08-2010,Delhi,Thunderstorm,9,-184.9,2.59,2.04,118.19,127.88,8
03-02-2018,Delhi,Cyclone,30,358.58,-2.03,-2.82,50.47,465.17,7
09-09-2010,Tripura,Drought,27,243.51,2,-1.63,143.78,350.26,1
07-09-2021,Andhra Pradesh,Landslide,12,-179.29,-0.25,4.02,73.17,264.63,6
11-08-2014,Madhya Pradesh,Thunderstorm,9,284.42,-2.92,1,141.95,292.95,6
17-07-2023,Uttar Pradesh,Cloudburst,17,162.76,1.22,1.16,137.09,400.36,3
21-07-2016,Jharkhand,Heatwave,30,174.19,2.53,6.35,134.01,359.12,5
21-12-2016,Tripura,Thunderstorm,7,-60.72,1.01,-2.8,116.68,60.24,5
24-06-2012,Sikkim,Cloudburst,21,485.65,-0.11,1.77,62.59,89.92,7
02-09-2023,Karnataka,Landslide,26,-26.99,-0.77,0.64,139.7,129.58,6
02-12-2020,Andhra Pradesh,Drought,21,311.41,-0.54,-3.9,123.98,469.31,9
03-08-2020,Tripura,Heatwave,5,290.07,-2.6,3.07,113.18,436.5,2
26-09-2017,Jharkhand,Hailstorm,16,-182.38,2.92,5.02,91.78,469.1,10
18-09-2019,Kerala,Flood,29,275.86,2.03,-2.48,96.49,52.4,4
15-07-2022,Uttar Pradesh,Cyclone,8,-162.99,-2.16,7.54,27.05,486.48,8
17-09-2014,Himachal Pradesh,Landslide,20,363.35,2.48,-3.47,111.37,356.3,6
01-09-2024,Meghalaya,Thunderstorm,5,-164.14,-0.41,3.46,137.6,441.53,6
05-12-2023,Nagaland,Cloudburst,20,74.11,1.76,2.68,119.4,181.12,10
04-10-2024,Karnataka,Thunderstorm,7,-193.03,0.6,6.82,51.15,391.06,7
03-06-2023,Assam,Flood,6,-154.75,0.87,-0.34,93.23,230.67,3
11-01-2022,Himachal Pradesh,Cloudburst,2,-59.65,1.88,6.53,61,114.88,6
10-06-2020,Sikkim,Landslide,12,257.81,-0.94,-2.98,5.96,63.47,3
05-01-2021,Assam,Hailstorm,13,-85.64,-2.98,5.03,125.51,309.5,6
19-08-2019,Uttarakhand,Cyclone,3,360.13,0.62,7.66,14.39,385.08,7
16-09-2016,Kerala,Landslide,26,422.67,-2.87,-2.67,16.84,407.73,6
10-01-2022,Jharkhand,Cyclone,10,190.73,2.48,6.87,46.77,25.63,3
26-05-2020,Arunachal Pradesh,Thunderstorm,1,274.31,2.89,-1.89,133.31,118.32,9
10-09-2020,Bihar,Heatwave,12,208.43,-2.37,0.92,140.29,29.9,8
15-07-2018,Telangana,Hailstorm,11,473.56,1.26,5.3,44.58,201.95,9
11-12-2016,Himachal Pradesh,Thunderstorm,28,262.92,1.07,1.71,137.77,239.82,8
14-06-2016,Mizoram,Landslide,14,415.88,2.21,3.94,74.69,260.51,5
09-12-2010,Gujarat,Flood,26,-2.76,0.22,2.32,29.29,41.82,10
27-07-2018,Meghalaya,Cyclone,29,-179.7,-1.87,2.17,41.4,497.87,5
15-08-2019,Telangana,Drought,13,368.27,-2.24,4.29,134.58,394.78,2
24-06-2020,Bihar,Hailstorm,23,-153.79,2.32,0.21,121.41,212.21,5
19-04-2018,West Bengal,Heatwave,20,217.86,1.59,3.61,103.84,254.88,6
06-09-2022,Maharashtra,Heatwave,7,34.28,-0.43,5.86,57.89,116.46,5
04-09-2024,Bihar,Hailstorm,27,22.76,0.13,4.55,62.25,207.68,7
25-12-2017,Madhya Pradesh,Hailstorm,4,85.95,-2.57,-4.06,38.31,99.59,1
17-02-2016,Himachal Pradesh,Landslide,8,219.71,-2.34,1.07,134.63,104.45,1
17-01-2023,Rajasthan,Heatwave,1,242.61,-2.72,1.94,138.34,133.94,9
26-01-2018,Uttarakhand,Flood,13,255.68,1.53,6.5,86.86,343.14,1
05-09-2023,Rajasthan,Drought,20,-103.29,-2.41,6.15,66.93,285.49,3
05-01-2014,Sikkim,Drought,28,-115.77,-2.31,5,88.41,494.48,7
03-12-2020,Telangana,Cloudburst,14,361.14,0.72,-3.59,64.2,220.58,2
01-09-2015,Rajasthan,Flood,18,299.9,2.4,3.98,58.71,365.53,1
20-08-2017,Manipur,Flood,16,-36.27,-2.15,-2.63,56.01,343.28,4
18-05-2015,Bihar,Thunderstorm,7,-146.49,-2.28,3.74,131.1,95.59,3
17-07-2017,Gujarat,Heatwave,24,-105.54,-2.16,-4.71,109.4,218.69,6
26-08-2017,Gujarat,Flood,3,-127.28,-1.04,2.03,65.1,1.73,3
01-10-2019,Madhya Pradesh,Heatwave,24,-38.45,0.9,4.62,90.69,488.58,5
17-04-2024,Tripura,Heatwave,1,489.27,-0.63,6.21,92.46,433.27,7
01-04-2013,Meghalaya,Landslide,15,477.78,0.96,3.6,28.91,237.22,5
24-09-2018,Delhi,Cyclone,27,368.26,2.71,5.33,32.32,14.83,9
05-07-2014,Mizoram,Drought,23,278,-1.06,2.48,47.44,51.08,1
16-07-2013,Uttarakhand,Drought,15,-30.13,-2.18,-4.71,107.6,429.71,3
14-10-2019,Assam,Thunderstorm,2,182.75,0.53,-1,56.2,341.71,3
04-07-2022,Assam,Hailstorm,18,421.07,0.71,-0.14,119.88,390.94,5
24-05-2023,Andhra Pradesh,Landslide,16,-112.07,-2.25,4,147.32,301.99,1
03-12-2017,Manipur,Flood,14,229.8,-2.19,-2.92,108.31,333.27,2
24-10-2019,Himachal Pradesh,Thunderstorm,7,288.22,-0.37,0.81,110.34,323.89,9
02-06-2024,Sikkim,Landslide,29,-196.35,1.53,-1.31,67.98,124.85,3
04-06-2011,Karnataka,Hailstorm,26,12.89,-2.14,1.88,94.19,340.23,5
25-01-2014,Odisha,Cloudburst,1,480.4,2.03,-3.37,58.63,433.76,1
06-12-2016,Tamil Nadu,Cloudburst,27,-154.31,-2.14,-3.27,16.5,308.17,8
12-09-2016,Delhi,Flood,6,-58.39,-1.37,-2.65,68.07,420.69,5
27-05-2015,West Bengal,Hailstorm,5,499.41,-2.03,0.28,69.54,295.83,2
13-09-2019,Nagaland,Landslide,17,185.4,0.99,5.37,50.71,383.34,1
14-01-2024,Uttar Pradesh,Flood,5,-46.49,2.52,0.16,56.59,282,8
20-08-2017,Karnataka,Cloudburst,21,-42.77,1.3,-3.51,137.88,409.5,4
09-12-2020,Tamil Nadu,Cyclone,24,182.28,2.79,2.07,22.7,384.21,5
06-01-2021,Meghalaya,Heatwave,2,401.29,2.52,-0.54,105.89,439.84,4
01-06-2012,Tamil Nadu,Landslide,14,239.49,-1.04,6.27,60.29,12.41,9
05-12-2024,Rajasthan,Landslide,11,200.42,2.09,3.59,88.95,132.55,5
11-01-2015,Jharkhand,Flood,24,93.2,2.83,-3.33,142.39,68.21,5
01-08-2018,Tripura,Drought,7,419.7,0.85,-2.53,49.36,131.22,3
25-07-2016,Odisha,Drought,15,266.06,-1.88,4.69,97.78,189.47,4
11-01-2013,Bihar,Flood,23,33.33,0.97,3.87,77.7,372.88,7
25-08-2021,Arunachal Pradesh,Landslide,27,248.6,-2.38,0.54,34.34,353,4
12-01-2010,Sikkim,Heatwave,1,487.17,-0.76,-0.8,79.86,200.43,3
04-04-2019,Odisha,Cloudburst,12,269.41,1.71,7.84,113.79,74.71,2
03-01-2021,Punjab,Cyclone,27,32.49,2.63,7.32,24.48,435.21,10
12-06-2011,Goa,Landslide,13,-80.7,1.2,7.54,30.88,32.93,7
13-06-2017,Sikkim,Drought,8,-142.14,1.84,2.96,116.37,347.23,9
27-08-2017,Telangana,Hailstorm,29,304.38,1.14,1.64,137.14,103.66,1
25-07-2015,Andhra Pradesh,Drought,8,225.17,-2.82,0.51,113.88,203.5,4
06-06-2019,Delhi,Drought,26,75.96,-0.92,4.45,64.63,175.57,2
17-05-2017,West Bengal,Cloudburst,5,70,-0.87,7.07,97.7,351,1
02-01-2019,Chhattisgarh,Heatwave,11,-100.63,-0.61,-3.1,62.12,223.89,10
09-01-2021,Uttarakhand,Flood,7,211.01,2.75,0.91,47.72,3.24,4
25-06-2016,Odisha,Heatwave,5,-150.73,-0.26,-0.81,43.59,30.34,9
27-09-2018,Odisha,Drought,29,-119.3,-2.21,5.73,43.76,140.68,8
18-08-2019,Karnataka,Heatwave,17,463.11,1.99,1.23,69.56,346.45,6
21-06-2020,West Bengal,Flood,17,422.03,0.23,7.05,145.39,474.05,4
23-08-2017,Madhya Pradesh,Cloudburst,30,161.29,-0.3,-2.46,31.97,237.39,10
26-01-2014,Assam,Hailstorm,15,-148.54,-2.91,-3.88,148.65,406.7,9
06-01-2022,Uttar Pradesh,Cyclone,3,389.52,-1.9,1.63,24.71,29.74,2
23-04-2015,Karnataka,Cloudburst,26,76.42,0.81,-1.22,110.02,108.62,3
16-05-2013,Odisha,Cloudburst,7,186.7,-1.58,4.19,33.97,25.1,4
26-01-2021,Uttar Pradesh,Cloudburst,12,175.92,0.8,-0.67,143.64,178.81,5
08-06-2024,Manipur,Heatwave,2,-17.49,1.31,-4.61,12.49,356.22,8
13-04-2015,Punjab,Thunderstorm,24,-41.42,0.07,-1.97,40.75,408.78,2
17-10-2017,Uttarakhand,Hailstorm,15,269.4,-0.99,0.44,46.44,22.34,7
16-08-2013,Tamil Nadu,Landslide,13,-114.26,-2.4,2.01,26.11,175.18,3
21-01-2018,Mizoram,Flood,27,334.07,-1.79,7,52.38,14.41,8
22-04-2018,Manipur,Heatwave,26,-95.12,-2.96,4.39,118.38,46.06,9
14-04-2016,Gujarat,Hailstorm,17,346.65,-2.22,2.49,64.78,65.9,10
08-05-2023,Gujarat,Hailstorm,28,395.21,0,-3.22,148.69,437.24,10
06-05-2023,Goa,Cyclone,25,13.4,-1.78,-1.24,107.35,203.04,5
07-10-2015,Assam,Drought,19,497.74,0.82,6.85,57.63,264.5,6
04-04-2011,Chhattisgarh,Hailstorm,10,388.25,2.09,-2.61,27.12,145.44,7
10-12-2022,Goa,Cyclone,30,158.65,0.9,7.61,46.26,394.63,6
12-08-2018,Manipur,Thunderstorm,15,283.26,0.79,5.35,70.56,54.7,9
10-08-2020,Telangana,Heatwave,18,-26.32,-1.7,7.02,137.75,286.18,4
05-08-2012,Telangana,Drought,20,282.57,-2.43,4.51,61.44,341.82,4
20-01-2016,Assam,Flood,5,143.12,0.51,-1.9,120.27,268.71,4
13-10-2020,Assam,Heatwave,19,-61.5,2.05,-2.31,116.85,91.09,5
16-09-2021,Nagaland,Cloudburst,27,430.43,1.92,1.63,50.55,436.68,1
01-08-2022,Rajasthan,Flood,20,112.93,1.79,7.95,14.58,351.12,10
27-07-2015,Andhra Pradesh,Cloudburst,10,18.4,-2.36,3.92,51.57,491.22,8
26-01-2024,Punjab,Hailstorm,7,-14.99,-1.5,0.36,13.04,227.53,4
27-09-2014,Telangana,Cloudburst,17,432.28,1.3,-3.67,30.16,331.11,1
04-01-2018,Jharkhand,Cloudburst,9,-41.08,2.77,7.72,67.86,203.03,1
11-08-2010,Bihar,Cloudburst,10,62.58,-1.48,-1.6,34.66,118.77,1
26-08-2018,Uttarakhand,Landslide,27,-183.89,-2.76,6.85,101.68,114.89,6
27-07-2022,Haryana,Drought,29,426.69,-1.37,7.8,68.13,456.18,5
04-08-2016,Madhya Pradesh,Drought,24,282.59,1.21,4.45,34.17,418.96,8
09-05-2021,Madhya Pradesh,Drought,29,302.5,1.92,6.67,89.24,187.95,2
01-12-2019,Kerala,Heatwave,7,-32.46,1.62,6.11,5.51,105.23,9
21-08-2021,Sikkim,Drought,17,215.74,0.97,3.77,78.88,435.21,4
23-05-2017,Rajasthan,Heatwave,3,326.07,-2.8,7.98,117.72,297.65,8
20-01-2023,Delhi,Heatwave,4,-80.01,-1.36,-1,55.55,446.53,1
22-04-2016,Gujarat,Hailstorm,15,264.48,-1.31,6.15,17.19,244.79,9
20-08-2018,Rajasthan,Cyclone,4,-5.55,2.09,4.25,142.64,18.74,2
21-01-2017,Jharkhand,Landslide,13,288.95,-1.68,-4.43,27.67,351.98,2
17-04-2014,Tripura,Drought,2,-189.95,-2.07,0.91,30.36,437.8,9
18-01-2015,Kerala,Thunderstorm,24,-85.87,2.5,7.97,1.17,83.1,6
05-01-2010,Rajasthan,Flood,2,-181.48,1.85,4.92,32.36,378.93,8
09-08-2022,West Bengal,Cloudburst,22,77.86,-2.16,2.49,77.7,401.59,4
10-10-2021,Manipur,Landslide,16,-116.44,1.11,-4.34,104.39,282.06,4
19-08-2019,Himachal Pradesh,Landslide,5,262.66,0.12,-3.2,72.71,137.3,2
14-09-2010,Mizoram,Thunderstorm,5,21.3,-0.37,6.11,68.18,437.89,7
12-10-2017,Gujarat,Thunderstorm,23,454.14,0.89,1.2,22.35,410.81,8
05-08-2014,Andhra Pradesh,Thunderstorm,22,440.46,1.28,-2.74,113.85,243.71,3
02-06-2017,Haryana,Cyclone,22,80.63,0.8,3.17,15.8,41.97,10
26-07-2012,Bihar,Thunderstorm,9,128.44,-0.05,-3.13,69.18,36.65,6
19-08-2010,Tripura,Landslide,18,118.82,-2.72,4.98,13.72,3.77,5
27-01-2021,Nagaland,Cyclone,20,-154.19,-0.19,6.85,18.58,9.5,1
05-04-2016,Manipur,Cloudburst,19,-96.34,0.2,1.5,35.76,255.91,6
01-05-2021,Meghalaya,Cyclone,6,301.27,0.82,5.93,112.78,91.76,7
02-05-2011,Punjab,Flood,7,458.59,1.14,-4.81,3,239.36,4
23-01-2018,Telangana,Drought,19,377.06,-2.69,4.24,4.17,68.65,4
05-04-2011,Madhya Pradesh,Cloudburst,1,157.74,-1.2,4.81,62.21,340.45,10
25-06-2021,Telangana,Cyclone,3,241.45,1.6,1.81,139.93,89.63,3
13-01-2012,Delhi,Cloudburst,7,295.48,-1.87,-0.92,96.49,370.54,5
21-04-2015,Andhra Pradesh,Landslide,12,-97.49,1.97,0.6,37.13,230.04,10
08-01-2019,Tripura,Cloudburst,10,-102.4,0.22,0.22,42.56,467.37,6
13-01-2019,Mizoram,Cloudburst,28,56.4,1.91,2.37,82.61,177.42,9
24-02-2014,Kerala,Flood,2,114.57,1.49,-2.68,30.02,55.19,8
10-07-2010,Odisha,Hailstorm,17,-49.76,-2.4,2.58,60.3,58.38,8
13-06-2023,Mizoram,Cloudburst,10,428.76,1.67,-1.84,131.25,207.52,4
21-09-2021,Haryana,Hailstorm,12,297.03,-0.25,4.88,63.48,198.9,8
12-01-2023,Rajasthan,Cloudburst,30,165.44,0.87,2.17,129.84,61.73,2
03-08-2023,Bihar,Cyclone,11,218.83,-0.86,2.41,63.39,345.83,5
19-07-2021,Tamil Nadu,Landslide,4,474.24,-2.48,1.8,79.89,278.47,9
21-12-2024,Himachal Pradesh,Cloudburst,28,255.12,1.72,-2.03,117.25,163.95,4
14-05-2016,Arunachal Pradesh,Thunderstorm,30,155.22,-0.18,-4.18,115.01,321.78,5
07-09-2016,Nagaland,Flood,2,459.43,0.07,7.96,57.55,274.51,10
23-04-2016,Rajasthan,Cloudburst,27,-54.69,2.19,-2.25,69.76,185.24,3
